🕘️更新时间,#genre#
CCTV-6 电影,http://43.156.8.127:5050/ysp?id=2013693901&pid=600108442&q=fhd
CCTV-6 电影,http://107.150.60.122/live/cctv6hd.m3u8
CCTV-6 电影,http://38.75.136.137:98/gslb/dsdqbv/cctv6hd.m3u8?auth=test20251009
CCTV-6 电影,http://111.56.90.5/000000000000/1000000001000001737/1.m3u8
CCTV-6 电影,http://111.56.90.5/000000000000/1000000005000265006/1.m3u8
CCTV-7 国防军事,http://43.156.8.127:5050/ysp?id=2024072001&pid=600004092&q=fhd
CCTV-7 国防军事,http://111.56.90.5/000000000000/6000000001000009055/1.m3u8
CCTV-7 国防军事,http://111.56.90.5/000000000000/1000000001000024341/1.m3u8
CCTV-7 国防军事,http://111.56.90.5/000000000000/1000000005000265007/1.m3u8
CCTV-7 国防军事,http://183.129.255.66:8480/hls/8/index.m3u8
CCTV-8 电视剧,http://38.75.136.137:98/gslb/dsdqbv/cctv8hd.m3u8?auth=test20251009
CCTV-8 电视剧,http://107.150.60.122/live/cctv8hd.m3u8
CCTV-8 电视剧,http://111.56.90.5/000000000000/6000000001000001070/1.m3u8
CCTV-8 电视剧,http://111.56.90.5/000000000000/1000000005000265008/1.m3u8
CCTV-8 电视剧,http://111.56.90.5/000000000000/1000000001000003736/1.m3u8
CCTV-9 纪录,http://43.156.8.127:5050/ysp?id=2024078601&pid=600004078&q=fhd
CCTV-9 纪录,http://111.56.90.5/000000000000/6000000001000032162/1.m3u8
CCTV-9 纪录,http://111.56.90.5/000000000000/1000000001000014583/1.m3u8
CCTV-9 纪录,http://111.56.90.5/000000000000/1000000005000265009/1.m3u8
CCTV-9 纪录,http://183.129.255.66:8480/hls/10/index.m3u8
CCTV-10 科教,http://43.156.8.127:5050/ysp?id=2024078701&pid=600001805&q=fhd
CCTV-10 科教,http://111.56.90.5/000000000000/1000000005000265010/1.m3u8
CCTV-10 科教,http://111.56.90.5/000000000000/5000000004000012827/1.m3u8
CCTV-10 科教,http://111.56.90.5/000000000000/1000000001000023734/1.m3u8
CCTV-10 科教,http://183.129.255.66:8480/hls/11/index.m3u8
CCTV-11 戏曲,http://43.156.8.127:5050/ysp?id=2027248701&pid=600001806&q=fhd
CCTV-11 戏曲,http://107.150.60.122/live/cctv11hd.m3u8
CCTV-11 戏曲,http://111.56.90.5/000000000000/1000000005000265011/1.m3u8
CCTV-11 戏曲,http://111.56.90.5/000000000000/5000000011000031106/1.m3u8
CCTV-11 戏曲,http://111.56.90.5/000000000000/1000000002000019789/1.m3u8
CCTV-12 社会与法,http://43.156.8.127:5050/ysp?id=2027248801&pid=600001807&q=fhd
CCTV-12 社会与法,http://107.150.60.122/live/cctv12hd.m3u8
CCTV-12 社会与法,http://111.56.90.5/000000000000/6000000001000022586/1.m3u8
CCTV-12 社会与法,http://111.56.90.5/000000000000/1000000001000032494/1.m3u8
CCTV-12 社会与法,http://111.56.90.5/000000000000/1000000005000265012/1.m3u8
CCTV-13 新闻,http://107.150.60.122/live/cctv13hd.m3u8
CCTV-13 新闻,http://111.56.90.5/000000000000/5000000011000031108/1.m3u8
CCTV-13 新闻,http://183.129.255.66:8480/hls/14/index.m3u8
CCTV-13 新闻,http://111.56.90.5/000000000000/1000000005000265101/1.m3u8
CCTV-13 新闻,http://111.56.90.5/000000000000/1000000002000021303/1.m3u8
CCTV-14 少儿,http://43.156.8.127:5050/ysp?id=2027248901&pid=600001809&q=fhd
CCTV-14 少儿,http://69.30.246.194/live/cctv14.m3u8
CCTV-14 少儿,http://111.56.90.5/000000000000/1000000001000008170/1.m3u8
CCTV-14 少儿,http://111.56.90.5/000000000000/5000000004000006673/1.m3u8
CCTV-14 少儿,http://111.56.90.5/000000000000/1000000005000265013/1.m3u8
CCTV-15 音乐,http://43.156.8.127:5050/ysp?id=2027249001&pid=600001815&q=fhd
CCTV-15 音乐,http://111.56.90.5/000000000000/5000000011000031109/1.m3u8
CCTV-15 音乐,http://111.56.90.5/000000000000/1000000005000265014/1.m3u8
CCTV-15 音乐,http://183.129.255.66:8480/hls/16/index.m3u8
CCTV-15 音乐,http://60.10.139.113:8801/hls/97/index.m3u8
CCTV-16 奥林匹克,http://107.150.60.122/live/cctv16hd.m3u8
CCTV-16 奥林匹克,http://69.30.246.194/live/cctv16.m3u8
CCTV-16 奥林匹克,http://111.56.90.5/000000000000/1000000006000233002/1.m3u8
CCTV-16 奥林匹克,http://111.56.90.5/000000000000/1000000006000233001/1.m3u8
CCTV-16 奥林匹克,http://183.129.255.66:8480/hls/17/index.m3u8
CCTV-17 农业农村,http://43.156.8.127:5050/ysp?id=2027249401&pid=600001810&q=fhd
CCTV-17 农业农村,http://111.56.90.5/000000000000/1000000006000268004/1.m3u8
CCTV-17 农业农村,http://111.56.90.5/000000000000/1000000005000265015/1.m3u8
CCTV-17 农业农村,http://111.56.90.5/000000000000/1000000005000056836/1.m3u8
CCTV-17 农业农村,http://183.129.255.66:8480/hls/18/index.m3u8
CCTV-4美洲,http://154.12.36.187:656/index.php?token=2025&id=cctv4mz
CCTV-4美洲,https://t.freetv.fun/live/cctv4mei-zhou-2.m3u8
CCTV-4美洲,https://t.freetv.fun/live/cctv4-mei-zhou.m3u8
CCTV-4美洲,http://k.061899.xyz/k.php?id=cctv4m
CCTV-4美洲,http://z.b.bkpcp.top/m.php?id=cctv4m
CCTV-4欧洲,http://154.12.36.187:656/index.php?token=2025&id=cctv4oz
CCTV-4欧洲,https://t.freetv.fun/live/cctv4ou-zhou.m3u8
CCTV-4欧洲,https://t.freetv.fun/live/cctv4ou-zhou-2.m3u8
CCTV-4欧洲,https://t.freetv.fun/live/cctv4-ou-zhou.m3u8
CCTV-4欧洲,https://dash2.antik.sk/live/test_cctv_tizen/playlist.m3u8

🌊港澳台,#genre#
BBC Lifestyle,https://hls.iill.top/api/BBC-Lifestyle/index.m3u8
BBC Lifestyle,https://hls-gateway.vpstv.net/streams/476671.m3u8
BBC Lifestyle,https://hls-gateway.vpstv.net/streams/605073.m3u8
BBC Lifestyle,https://hls-gateway.vpstv.net/streams/709100.m3u8
BBC Lifestyle,https://hls-gateway.vpstv.net/streams/709577.m3u8
BBC News,https://b638a299.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/Vml6aW9fQkJDTmV3c19ITFM/playlist.m3u8
BBC News,https://d2vnbkvjbims7j.cloudfront.net/containerA/LTN/playlist.m3u8
GINX TV,https://tv.iill.top/litv/4gtv-4gtv053
翡翠台,http://rihou.cc:555/tv/[Pd]无线翡翠
翡翠台,http://iptv.4666888.xyz/iptv2A.php?id=34
翡翠台,http://67.220.71.199:2347/livehttpplay?channel_id=30025
翡翠台,https://tk2.hugo.cc.cd/stream/tk2/jade/master.m3u8
翡翠台,https://php.jdshipin.com:2096/TVOD/iptv.php?id=fct
翡翠台 4K,https://tk2.hugo.cc.cd/stream/tk2/jade/master.m3u8
翡翠台 4K,https://php.jdshipin.com:2096/TVOD/iptv.php?id=fct
翡翠台 4K,https://php.jdshipin.com:2096/TVOD/iptv.php?id=fct4
翡翠台 4K,https://php.jdshipin.com:2096/TVOD/iptv.php?id=fct3
翡翠台 4K,https://mytv.cdn.loc.cc/o12.php?id=fct
华丽翡翠台,http://r.jdshipin.com/thuYX
华丽翡翠台,https://o11.163189.xyz/stream/live/hlt/
华丽翡翠台,http://cdn9.163189.xyz/smt1.1.php?id=Tvbjade
华丽翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=huali2
华丽翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=huali
翡翠台北美版,http://php.jdshipin.com:8880/TVOD/iptv.php?id=j1
TVB Plus,http://rihou.cc:555/tv/[Pd]Plus综合
TVB Plus,https://vdm6-hw.nbgdsygs.com/live/h6-2.flv
TVB Plus,https://smt.1678520.xyz/163189/18e96648d4420d9e
TVB Plus,https://o11.163189.xyz/stream/tvb/tvbp/
TVB Plus,https://php.jdshipin.com:2096/TVOD/iptv.php?id=tvbp
无线新闻台,https://php.jdshipin.com:2096/TVOD/iptv.php?id=wxxw
无线新闻台,https://php.jdshipin.com:2096/TVOD/iptv.php?id=tvbxw
无线新闻台,https://php.jdshipin.com:2096/TVOD/iptv.php?id=wxxwt
无线新闻台,https://stream1.freetv.fun/678d877ac436471c003e6f566eaa81b022de75dca45be60e1660efbf223765ca.m3u8
无线新闻台,http://cdn9.163189.xyz/smt1.1.php?id=inews_twn#https://cdn6.163189.xyz/163189/wxxw#http://r.jdshipin.com/CkuBd
明珠台,http://8.218.84.3:8885/live/LxWcScuQ6WphaELY4DhkKm8SIv7_ZgNIJtNvFurqphvyqxUIU84OjKVCwFxMq9iUGeE1gxpzjLoQWTWir772RiW9xP-7Vhz6iB1D9htxteCYrrT1zajd8n21mzIJri_TqeOEAMPrPGtUZA8iM9Ah11IK4uG0LIlw3KaFdk4fwauAyKHAjgL4Tyq7kG4ymrDqKy67Wfy53YIT4PWa-8mCkC3Ffa1jwixSqREtjad3qPhQLyoz7LTqA-Nn1wk3l8-kIQVmAF-lsHkY0Gti7mZdIQ.m3u8?u=1756878715
明珠台,https://mytv.cdn.loc.cc/o12.php?id=mzt
明珠台,https://php.jdshipin.com:2096/TVOD/iptv.php?id=mzt2
明珠台,https://php.jdshipin.com:2096/TVOD/iptv.php?id=mzt
明珠台,https://o11.163189.xyz/stream/tvb/mzt/#http://cdn9.163189.xyz/smt1.1.php?id=pearl_twn
港台电视 31,http://rihou.cc:555/tv/[Cx]RTHK-31
港台电视 31,https://rthktv31-live.akamaized.net/hls/live/2036818/RTHKTV31/stream5/streamPlaylist.m3u8
港台电视 31,http://iptv.4666888.xyz/iptv2A.php?id=23
港台电视 31,http://cdn.163189.xyz/163189/rthk31
港台电视 31,https://cdn.163189.xyz/163189/rthk31
港台电视 32,http://rihou.cc:555/tv/[Cx]RTHK-32
港台电视 32,http://67.220.71.199:2347/livehttpplay?channel_id=30067
港台电视 32,http://cdn.163189.xyz/163189/rthk32
港台电视 32,https://cdn.163189.xyz/163189/rthk32
港台电视 32,http://php.jdshipin.com/TVOD/iptv.php?id=rthk32
天映频道,http://o11.163189.xyz/stream/live/typd/#https://cdn10.163189.xyz/stream/163189/typd/#https://cdn9.163189.xyz/smt3.1.1.php?id=Celestial
天映频道,http://php.jdshipin.com:8880/smt.php?id=Celestial
天映频道,https://smart.dxjc.pp.ua/smart.php?id=Celestial&token=tmxk
天映频道,https://smart.dxjc.pp.ua/smart.php?id=Celestialindo&token=tmxk
天映频道,http://o11.163189.xyz/stream/live/typd/
美亚电影台,http://php.jdshipin.com:8880/smt.php?id=meiyamovie_twn
美亚电影台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=meiya
美亚电影台,http://php.jdshipin.com/TVOD/iptv.php?id=meiya
凤凰卫视,http://221.7.175.154:8445/tsfile/live/1020_1.m3u8
凤凰卫视,http://221.7.175.154:8445/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰卫视,https://smt.1678520.xyz/smt3.2.1.php?id=phoenixtv_hd
凤凰卫视,http://php.jdshipin.com:8880/smt.php?id=phoenixtv_hd
凤凰卫视,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw
凤凰卫视中文台,http://rihou.cc:555/tv/[Pd]凤凰中文
凤凰卫视中文台,https://live.264788.xyz/channel/fenghuangweishizhongwen?streamid=3ed416f2709e7ecaf6dc1b9d9c66bb5e&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
凤凰卫视中文台,https://live.264788.xyz/channel/fenghuangweishizhongwen?streamid=2f797f6963d4df5f391f48edfa50ff59&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
凤凰卫视中文台,http://223.95.198.3:8000/hls/20/index.m3u8
凤凰卫视中文台,http://iptv.4666888.xyz/iptv2A.php?id=27
凤凰卫视资讯台,https://live.264788.xyz/channel/fenghuangweishizixun?streamid=77bd953dbf073e11b80bba0a8aca92c5&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
凤凰卫视资讯台,https://live.264788.xyz/channel/fenghuangweishizixun?streamid=7fb13f400476e75ce6c34d1f40c28473&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
凤凰卫视香港台,http://8.218.84.3:8885/live/LxWcScuQ6WphaELY4DhkKm8SIv7_ZgNIJtNvFurqphvyqxUIU84OjKVCwFxMq9iUWdJdT-WvPAhPYAjqDDKUkn8SJteYZ9uqzUO6nYtuUh6F-PN7bfjcRGaPw6WlGqRJXDBhEndnIu4j9XCk2jMbsgXqcdc5EoIBXfD7zolJBsvKapI6zL3TY0miLmlXbN6s1HL9nbhZ_-YYylQavg8fyJuokqsa-c_dYoVldu95ImgqU0t9mxSaKem7IJRiBJmz9a_295GFeFQ89c_Ubo4Q9g.m3u8?u=1756878715
凤凰卫视香港台,https://cdn6.163189.xyz/163189/fhhk
凤凰卫视香港台,https://php.jdshipin.com:2096/TVOD/iptv.php?id=fhhk
凤凰卫视香港台,https://php.jdshipin.com:2096/TVOD/iptv.php?id=fhhk2
凤凰卫视香港台,https://epg.pw/stream/8770e89223a086eb1b8a0c931e42296d772a8069ad3eb72540e0c434e7cb3e93.m3u8
凤凰香港,https://cdn6.163189.xyz/163189/fhhk
凤凰香港,https://php.jdshipin.com:2096/TVOD/iptv.php?id=fhhk
凤凰香港,https://php.jdshipin.com:2096/TVOD/iptv.php?id=fhhk2
凤凰香港,https://epg.pw/stream/8770e89223a086eb1b8a0c931e42296d772a8069ad3eb72540e0c434e7cb3e93.m3u8
凤凰香港,http://cdn6.163189.xyz/163189/fhhk
凤凰资讯,http://rihou.cc:555/tv/[Pd]凤凰资讯
凤凰资讯,http://8.218.84.3:8885/live/LxWcScuQ6WphaELY4DhkKm8SIv7_ZgNIJtNvFurqphvyqxUIU84OjKVCwFxMq9iUWdJdT-WvPAhPYAjqDDKUknI2Qgu2H4THar3t2qm5CfJDW3oVsOfc-rbdZFzD2Lybr1EdctHM-qT90R9UPodL2nKzV7EyOABx0QR2dts6OWSHtsa0zWi7JZHPykhh2gL-1HTjlyHCq6MZDtf1gui0jRYCedTismGdA915iCIozcMoT5gl1u-RHNMhb_AyfsUllhm3olGmi0Hmey4uCeMycw.m3u8?u=1756878715
凤凰资讯,http://221.7.175.154:8445/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰资讯,http://play-a.quklive.com/live/aaafhzx.flv
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4_audio.m3u8
TVBS 新闻台,https://smart.dxjc.pp.ua/smart.php?id=tvbs_n&token=tmxk
星空卫视,http://wouu.net:9977/udp/239.93.0.156:2193
星空卫视,https://stream1.freetv.fun/xing-kong-wei-shi-12.m3u8
星空卫视,https://stream1.freetv.fun/xing-kong-wei-shi-4.ctv
星空卫视,https://stream1.freetv.fun/xing-kong-wei-shi-10.m3u8
星空卫视,https://stream1.freetv.fun/xing-kong-wei-shi-11.m3u8
TVB J1,https://stream1.freetv.fun/fei-cui-tai-bei-mei-ban-1.ctv
TVB J1,http://cdn3.163189.xyz/live/j1/stream.m3u8
TVB J1,https://hls-gateway.vpstv.net/streams/709591.m3u8

☘️广东频道,#genre#
广东卫视,https://txmov2.a.kwimgs.com/upic/2023/01/26/09/BMjAyMzAxMjYwOTE3NDVfNzM5MzQzNzIyXzk0NjI1OTUwNTA3XzBfMw==_b_B81ddda927d33445d544befd008e60109.mp4
广东卫视,http://43.156.8.127:5050/ysp?id=2024060903&pid=600002485&q=fhd
广东卫视,http://111.56.90.5/000000000000/6000000001000031076/1.m3u8
广东卫视,http://111.56.90.5/000000000000/1000000001000014176/1.m3u8
广东卫视,http://111.56.90.5/000000000000/1000000005000265034/1.m3u8
大湾区卫视,https://iptv.catvod.com/live.php?id=%E5%A4%A7%E6%B9%BE%E5%8C%BA%E5%8D%AB%E8%A7%86
大湾区卫视,https://iptv.catvod.com/live.php?id=%E5%A4%A7%E6%B9%BE%E5%8C%BA%E5%8D%AB%E8%A7%86&line=1
大湾区卫视,http://154.12.36.187:656/index.php?token=2025&id=dwqws
大湾区卫视,http://107.150.60.122/live/nfws.m3u8
大湾区卫视,http://111.56.90.5/000000000000/1000000002000011619/1.m3u8
广东珠江频道,http://38.75.136.137:98/gslb/dsdqpub/gdzja.m3u8?auth=testpub
广东珠江频道,http://107.150.60.122/live/gdzj.m3u8
广东珠江频道,http://111.56.90.5/000000000000/1000000004000011655/index.m3u8
广东珠江频道,http://119.123.77.106:8086/hls/47/index.m3u8
广东珠江频道,http://38.75.136.137:98/gslb/dsdqpub/gdzj.m3u8?auth=testpub
南国都市4K,https://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=550af55c0ea34ce492748481415b6dfa&txTime=1903e7b17de
南国都市4K,http://alvin.ergotron.net:8000/rtp/239.253.43.99:5146
广州新闻频道,http://tencentplaygzrb01.gztv.com/live/xinwen.m3u8
广州新闻频道,http://php.jdshipin.com:8880/gztv.php?id=xinwen

📡卫视频道,#genre#
江苏卫视,http://43.156.8.127:5050/ysp?id=2024171103&pid=600002521&q=fhd
江苏卫视,http://38.75.136.137:98/gslb/dsdqpub/jswshd.m3u8?auth=testpub
江苏卫视,http://111.56.90.5/000000000000/6000000001000014861/1.m3u8
江苏卫视,http://111.56.90.5/000000000000/1000000001000001828/1.m3u8
江苏卫视,http://111.56.90.5/000000000000/1000000005000265030/1.m3u8
江苏卫视4K,https://live.264788.xyz/channel/jiangsuweishi4k?streamid=375dbc290331f86f70689c85cd16e1eb&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
江苏卫视4K,http://8.138.7.223/tv/jsws4k.php
浙江卫视,http://43.156.8.127:5050/ysp?id=2024054703&pid=600002520&q=fhd
浙江卫视,https://play-qukan.cztv.com/live/1746687519046362.m3u8
浙江卫视,http://111.56.90.5/000000000000/1000000005000265031/1.m3u8
浙江卫视,http://111.56.90.5/000000000000/1000000001000014260/1.m3u8
浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
浙江卫视4K,https://live.264788.xyz/channel/zhejiangweishi4k?streamid=664bb2d3ef43cf06ccb52c01a226593d&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
湖南卫视,http://hlsal-ldvt.qing.mgtv.com/nn_live/nn_x64/dWlwPTEyNy4wLjAuMSZ1aWQ9cWluZy1jbXMmbm5fdGltZXpvbmU9OCZjZG5leF9pZD1hbF9obHNfbGR2dCZ1dWlkPTliODY4NmU5ZTM2YzYwMmMmZT02OTE0NjA0JnY9MSZpZD1ITldTWkdTVCZzPTcwN2RiYTc2YzJjNmJmMTQ4MmUyZGYzOWU2NWM3YWFi/HNWSZGST.m3u8
湖南卫视,http://38.75.136.137:98/gslb/dsdqpub/hnwshd.m3u8?auth=testpub
湖南卫视,http://222.223.41.27:8888/hls/27/index.m3u8
湖南卫视,http://223.95.198.3:8000/hls/25/index.m3u8
湖南卫视,http://61.178.227.57:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视4K,https://t.freetv.fun/live/hu-nan-wei-shi-1.m3u8
湖南卫视4K,https://t.freetv.fun/live/hu-nan-wei-shi-3.m3u8
湖南卫视4K,https://t.freetv.fun/live/hu-nan-wei-shi-5.m3u8
湖南卫视4K,https://t.freetv.fun/live/hu-nan-wei-shi-6.m3u8
湖南卫视4K,https://t.freetv.fun/live/hu-nan-wei-shi-8.php
